Category,State,Rank,HS Code,Description,Value2017,Value2018,Value2019,Value2020,Share2017,Share2018,Share2019,Share2020,
Export,LA,1,120190,"SOYBEANS, OTHER THAN SEED",10612,8586,9033,12535,18.7,12.8,14.2,21.0,
Export,LA,2,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",13860,16129,15745,9086,24.4,24.0,24.7,15.2,
Export,LA,3,271111,"NATURAL GAS, LIQUEFIED",2684,3931,6195,7456,4.7,5.9,9.7,12.5,
Export,LA,4,100590,"CORN (MAIZE), OTHER THAN SEED CORN",4185,4895,3377,4751,7.4,7.3,5.3,8.0,
Export,LA,5,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",2323,5810,4422,4546,4.1,8.6,6.9,7.6,
Export,LA,6,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,3399,5591,4807,2851,6.0,8.3,7.5,4.8,
Export,LA,7,230400,SOYBEAN OILCAKE AND OTHER SOLID RESIDUES RESULTING,1699,2020,1688,1952,3.0,3.0,2.6,3.3,
Export,LA,8,100199,"WHEAT AND MESLIN, NOT DURUM WHEAT, OTHER THAN SEED",479,569,818,702,0.8,0.8,1.3,1.2,
Export,LA,9,293139,"OTHER ORGANO-INORGANIC COMPOUNDS, NESOI",231,558,646,600,0.4,0.8,1.0,1.0,
Export,LA,10,150710,"SOYBEAN OIL AND ITS FRACTIONS, CRUDE, WHETHER OR N",423,466,377,595,0.7,0.7,0.6,1.0,
Export,LA,11,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH ANY OTHER SUBST",760,714,717,553,1.3,1.1,1.1,0.9,
Export,LA,12,290511,METHANOL (METHYL ALCOHOL),279,498,300,473,0.5,0.7,0.5,0.8,
Export,LA,13,290250,STYRENE (VINYLBENZENE; PHENYLETHYLENE),503,335,558,434,0.9,0.5,0.9,0.7,
Export,LA,14,390140,"ETHYLENE-ALPHA-OLEFIN COPOLYMERS, HAVING A SPECIFI",351,469,359,428,0.6,0.7,0.6,0.7,
Export,LA,15,100610,RICE IN THE HUSK (PADDY OR ROUGH),353,358,399,383,0.6,0.5,0.6,0.6,
Export,LA,16,290339,ACETYLENE TETRABROMIDE; ALKYL BROMIDES; METHYLENE,187,341,342,377,0.3,0.5,0.5,0.6,
Export,LA,17,390110,POLYETHYLENE HAVING A SPECIFIC GRAVITY OF LESS THA,184,341,390,348,0.3,0.5,0.6,0.6,
Export,LA,18,230330,"BREWING OR DISTILLING DREGS AND WASTE, WHETHER OR",368,432,333,337,0.6,0.6,0.5,0.6,
Export,LA,19,271312,"PETROLEUM COKE, CALCINED",385,852,647,331,0.7,1.3,1.0,0.6,
Export,LA,20,271311,"PETROLEUM COKE, NOT CALCINED",490,639,441,330,0.9,1.0,0.7,0.6,
Export,LA,21,281512,"SODIUM HYDROXIDE (CAUSTIC SODA), IN AQUEOUS SOLUTI",523,526,419,323,0.9,0.8,0.7,0.5,
Export,LA,22,400270,ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER (EPD,373,507,341,320,0.7,0.8,0.5,0.5,
Export,LA,23,270799,OILS AND PRODUCTS OF THE DISTILLATION OF HIGH TEMP,358,377,343,297,0.6,0.6,0.5,0.5,
Export,LA,24,290531,ETHYLENE GLYCOL (ETHANEDIOL),32,53,226,267,0.1,0.1,0.4,0.4,
Export,LA,25,440131,WOOD PELLETS,11,0,175,260,0.0,0.0,0.3,0.4,
Import,LA,-1,0,Total_25,28703,30609,20870,13178,76.2,76.5,71.0,63.4,
Import,LA,1,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",15936,16767,8562,4302,42.3,41.9,29.1,20.7,
Import,LA,2,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",4935,6240,5547,3026,13.1,15.6,18.9,14.6,
Import,LA,3,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",714,602,565,693,1.9,1.5,1.9,3.3,
Import,LA,4,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,161,811,976,667,0.4,2.0,3.3,3.2,
Import,LA,5,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHODES,875,884,447,510,2.3,2.2,1.5,2.5,
Import,LA,6,151190,"PALM OIL AND ITS FRACTIONS, REFINED BUT NOT CHEMIC",348,384,345,413,0.9,1.0,1.2,2.0,
Import,LA,7,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",681,680,488,393,1.8,1.7,1.7,1.9,
Import,LA,8,310420,POTASSIUM CHLORIDE,387,386,458,325,1.0,1.0,1.6,1.6,
Import,LA,9,260112,AGGLOMERATED IRON ORES,248,294,394,323,0.7,0.7,1.3,1.6,
Import,LA,10,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE (MONOAMMONIUM PH,338,581,459,285,0.9,1.5,1.6,1.4,
Import,LA,11,790111,"ZINC, NOT ALLOYED, CONTAINING 99.9% OR MORE BY WEI",145,9,11,268,0.4,0.0,0.0,1.3,
Import,LA,12,310530,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DIAMMONIUM PHOS,255,411,304,227,0.7,1.0,1.0,1.1,
Import,LA,13,760110,"ALUMINUM, NOT ALLOYED, UNWROUGHT",1490,573,385,181,4.0,1.4,1.3,0.9,
Import,LA,14,290220,BENZENE,254,211,260,181,0.7,0.5,0.9,0.9,
Import,LA,15,400122,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR) IN PRI,187,130,182,181,0.5,0.3,0.6,0.9,
Import,LA,16,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,430,432,297,149,1.1,1.1,1.0,0.7,
Import,LA,17,251010,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCI",119,121,106,143,0.3,0.3,0.4,0.7,
Import,LA,18,290511,METHANOL (METHYL ALCOHOL),306,381,267,142,0.8,1.0,0.9,0.7,
Import,LA,19,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",175,129,112,126,0.5,0.3,0.4,0.6,
Import,LA,20,720241,"FERROCHROMIUM, CONTAINING MORE THAN 4% (WT.) CARBO",274,193,92,119,0.7,0.5,0.3,0.6,
Import,LA,21,261400,TITANIUM ORES AND CONCENTRATES,59,62,172,116,0.2,0.2,0.6,0.6,
Import,LA,22,260600,ALUMINUM ORES AND CONCENTRATES,138,138,146,110,0.4,0.3,0.5,0.5,
Import,LA,23,292429,CYCLIC AMIDES (INCLUDING CYCLIC CARBAMATES) AND TH,10,22,132,101,0.0,0.1,0.4,0.5,
Import,LA,24,293090,"ORGANO-SULFUR COMPOUNDS, NESOI",129,62,56,100,0.3,0.2,0.2,0.5,
Import,LA,25,720918,"FLAT-ROLLED PRODUCTS OF IRON OR NONALLOY STEEL, WI",110,107,106,98,0.3,0.3,0.4,0.5,
Export,ME,-1,0,Total_25,1555,1699,1686,1524,57.3,59.9,61.9,65.5,
Export,ME,1,30632,"LOBSTERS (HOMARUS SPP.), LIVE, FRESH, OR CHILLED",326,386,368,284,12.0,13.6,13.5,12.2,
Export,ME,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",239,254,293,284,8.8,9.0,10.8,12.2,
Export,ME,3,271121,"NATURAL GAS, GASEOUS",235,243,167,182,8.7,8.6,6.1,7.8,
Export,ME,4,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",180,165,161,155,6.7,5.8,5.9,6.7,
Export,ME,5,470329,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DIS",112,138,110,69,4.1,4.9,4.0,3.0,
Export,ME,6,440323,"WOOD IN THE ROUGH OF FIR AND SPRUCE, OF WHICH ANY",0,1,77,65,0.0,0.0,2.8,2.8,
Export,ME,7,481013,"PAPER & PAPERBOARD,FOR WRITING/PRINTING/GRAPHIC PU",84,79,70,55,3.1,2.8,2.6,2.3,
Export,ME,8,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",47,48,49,52,1.7,1.7,1.8,2.2,
Export,ME,9,130239,"MUCILAGES AND THICKENERS, WHETHER OR NOT MODIFIED,",53,55,54,50,1.9,2.0,2.0,2.1,
Export,ME,10,30214,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (H,39,58,56,44,1.4,2.1,2.1,1.9,
Export,ME,11,902750,INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,30,36,41,40,1.1,1.3,1.5,1.7,
Export,ME,12,30441,"PACIFIC SALMON (ONCORHYNCHUS NERKA, GORBUSCHA, KET",48,42,42,31,1.8,1.5,1.5,1.3,
Export,ME,13,81190,"FRUIT, NESOI, AND NUTS, UNCOOKED OR COOKED BY STEA",16,16,28,25,0.6,0.6,1.0,1.1,
Export,ME,14,480300,"TOILET, FACIAL TISSUE, TOWEL OR NAPKIN STOCK AND S",8,7,14,21,0.3,0.2,0.5,0.9,
Export,ME,15,720449,"FERROUS WASTE AND SCRAP, NESOI",16,17,9,20,0.6,0.6,0.3,0.8,
Export,ME,16,300230,VACCINES FOR VETRINARY MEDICINE,15,20,17,19,0.6,0.7,0.6,0.8,
Export,ME,17,481031,"KRAFT PAPER AND PAPERBOARD (NOT FOR WRITING, ETC.)",3,9,8,17,0.1,0.3,0.3,0.7,
Export,ME,18,300215,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES O",12,12,14,16,0.4,0.4,0.5,0.7,
Export,ME,19,381800,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN",2,18,23,15,0.1,0.6,0.8,0.7,
Export,ME,20,871639,TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GO,17,19,16,15,0.6,0.7,0.6,0.6,
Export,ME,21,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",31,36,20,15,1.2,1.3,0.7,0.6,
Export,ME,22,442199,"OTHER ARTICLES OF WOOD, NESOI",11,12,11,14,0.4,0.4,0.4,0.6,
Export,ME,23,10619,"MAMMALS, LIVE, NESOI",8,8,10,13,0.3,0.3,0.4,0.6,
Export,ME,24,440711,"PINE WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PE",0,4,12,13,0.0,0.1,0.4,0.6,
Export,ME,25,30821,"SEA URCHINS (STRONGYLOCENTROTUS SPP., PARACENTROTU",23,16,16,13,0.8,0.6,0.6,0.5,
Import,ME,-1,0,Total_25,1057,1486,2391,2649,32.0,38.6,51.6,55.7,
Import,ME,1,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,15,241,591,732,0.4,6.3,12.8,15.4,
Import,ME,2,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",52,99,543,666,1.6,2.6,11.7,14.0,
Import,ME,3,30632,"LOBSTERS (HOMARUS SPP.), LIVE, FRESH, OR CHILLED",166,165,185,155,5.0,4.3,4.0,3.3,
Import,ME,4,271600,ELECTRICAL ENERGY,209,239,183,154,6.3,6.2,3.9,3.2,
Import,ME,5,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,17,83,153,0.0,0.4,1.8,3.2,
Import,ME,6,470421,"CHEMICAL WOODPULP, SULFITE, OTHER THAN DISSOLVING",100,100,109,114,3.0,2.6,2.4,2.4,
Import,ME,7,470321,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DIS",49,72,68,72,1.5,1.9,1.5,1.5,
Import,ME,8,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,34,82,105,62,1.0,2.1,2.3,1.3,
Import,ME,9,271112,"PROPANE, LIQUEFIED",88,112,86,62,2.7,2.9,1.9,1.3,
Import,ME,10,640399,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS OR",97,92,79,60,3.0,2.4,1.7,1.3,
Import,ME,11,271320,PETROLEUM BITUMEN,10,10,19,41,0.3,0.3,0.4,0.9,
Import,ME,12,230990,"ANIMAL FEED PREPARATIONS (MIXED FEEDS, ETC.), OTHE",26,27,30,35,0.8,0.7,0.6,0.7,
Import,ME,13,81190,"FRUIT, NESOI, AND NUTS, UNCOOKED OR COOKED BY STEA",5,12,33,31,0.1,0.3,0.7,0.6,
Import,ME,14,611020,"SWEATERS, PULLOVERS, SWEATSHIRTS, VESTS AND SIMILA",28,28,28,31,0.8,0.7,0.6,0.6,
Import,ME,15,902750,INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,16,26,29,30,0.5,0.7,0.6,0.6,
Import,ME,16,30214,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (H,33,32,30,30,1.0,0.8,0.6,0.6,
Import,ME,17,640391,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS OR",49,43,50,29,1.5,1.1,1.1,0.6,
Import,ME,18,880230,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",2,2,43,27,0.1,0.0,0.9,0.6,
Import,ME,19,282911,SODIUM CHLORATE,38,36,35,27,1.2,0.9,0.8,0.6,
Import,ME,20,761290,"ALUMINUM CASKS, DRUMS, CANS, BOXES AND SIMILAR PLA",0,0,7,26,0.0,0.0,0.2,0.6,
Import,ME,21,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS, GENERATING S",1,1,2,26,0.0,0.0,0.0,0.6,
Import,ME,22,300215,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES O",0,0,1,25,0.0,0.0,0.0,0.5,
Import,ME,23,841199,"PARTS OF GAS TURBINES, NESOI (OTHER THAN PARTS FOR",22,16,9,21,0.7,0.4,0.2,0.4,
Import,ME,24,470500,WOOD PULP OBTAINED BY A COMBINATION OF MECHANICAL,0,10,17,20,0.0,0.2,0.4,0.4,
Import,ME,25,843139,"PARTS FOR LIFTING, HANDLING, LOADING OR UNLOADING",17,25,25,20,0.5,0.6,0.5,0.4,
Export,MD,-1,0,Total_25,3086,5222,6634,6772,33.1,43.1,50.8,53.4,
Export,MD,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",521,742,1559,1347,5.6,6.1,11.9,10.6,
Export,MD,2,271111,"NATURAL GAS, LIQUEFIED",0,1160,1511,1288,0.0,9.6,11.6,10.2,
Export,MD,3,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",465,467,523,945,5.0,3.9,4.0,7.5,
Export,MD,4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",215,196,255,362,2.3,1.6,2.0,2.9,
Export,MD,5,293499,"NUCLEIC ACIDS AND THERE SALTS, WHETER OR NOT CHEMI",18,19,20,275,0.2,0.2,0.1,2.2,
Export,MD,6,880212,"HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 2,000 K",83,19,0,247,0.9,0.2,0.0,2.0,
Export,MD,7,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",154,141,236,236,1.7,1.2,1.8,1.9,
Export,MD,8,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT PUT UP IN MEASU",64,159,172,205,0.7,1.3,1.3,1.6,
Export,MD,9,270112,"BITUMINOUS COAL, WHETHER OR NOT PULVERIZED, BUT NO",100,247,211,173,1.1,2.0,1.6,1.4,
Export,MD,10,930690,"BOMBS, GRENADES, TORPEDOES, MINES, MISSILES AND SI",63,185,295,152,0.7,1.5,2.3,1.2,
Export,MD,11,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",192,165,175,138,2.1,1.4,1.3,1.1,
Export,MD,12,720449,"FERROUS WASTE AND SCRAP, NESOI",62,132,130,134,0.7,1.1,1.0,1.1,
Export,MD,13,902750,INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,108,94,111,117,1.2,0.8,0.8,0.9,
Export,MD,14,392690,"ARTICLES OF PLASTICS, NESOI",60,78,65,111,0.6,0.6,0.5,0.9,
Export,MD,15,381519,"SUPPORTED CATALYSTS, NESOI",236,294,204,110,2.5,2.4,1.6,0.9,
Export,MD,16,750890,"OTHER ARTICLES OF NICKEL, NESOI",16,226,370,107,0.2,1.9,2.8,0.8,
Export,MD,17,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,234,261,57,104,2.5,2.2,0.4,0.8,
Export,MD,18,320611,PIGMENTS AND PREPARATIONS CONTAINING 80% OR MORE B,60,55,95,101,0.6,0.5,0.7,0.8,
Export,MD,19,847989,MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDU,54,168,198,100,0.6,1.4,1.5,0.8,
Export,MD,20,490199,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRI",130,123,117,96,1.4,1.0,0.9,0.8,
Export,MD,21,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",35,40,29,95,0.4,0.3,0.2,0.8,
Export,MD,22,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,63,71,63,88,0.7,0.6,0.5,0.7,
Export,MD,23,382100,PREPARED CULTURE MEDIA FOR DEVELOPMENT OF MICROORG,96,99,87,87,1.0,0.8,0.7,0.7,
Export,MD,24,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",57,81,85,81,0.6,0.7,0.6,0.6,
Export,MD,25,470620,PULPS OF FIBERS DERIVED FROM RECOVERED (WASTE AND,1,2,65,72,0.0,0.0,0.5,0.6,
Import,MD,-1,0,Total_25,16512,17376,18643,16137,51.1,49.5,52.5,52.7,
Import,MD,1,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER(870323),8368,8400,9043,7908,25.9,23.9,25.5,25.8,
Import,MD,2,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER(870324),1831,1627,2059,1213,5.7,4.6,5.8,4.0,
Import,MD,3,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",1040,967,1213,1012,3.2,2.8,3.4,3.3,
Import,MD,4,870322,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER(870322),596,660,642,733,1.8,1.9,1.8,2.4,
Import,MD,5,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",228,274,257,489,0.7,0.8,0.7,1.6,
Import,MD,6,750210,"NICKEL, NOT ALLOYED, UNWROUGHT",553,774,339,461,1.7,2.2,1.0,1.5,
Import,MD,7,760110,"ALUMINUM, NOT ALLOYED, UNWROUGHT",526,556,568,406,1.6,1.6,1.6,1.3,
Import,MD,8,842952,"MECHANICAL SHOVELS, EXCAVATORS AND SHOVEL LOADERS",320,463,599,371,1.0,1.3,1.7,1.2,
Import,MD,9,800110,"TIN, NOT ALLOYED, UNWROUGHT",494,514,447,369,1.5,1.5,1.3,1.2,
Import,MD,10,760120,"ALUMINUM ALLOYS, UNWROUGHT",484,658,628,290,1.5,1.9,1.8,0.9,
Import,MD,11,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",394,391,347,281,1.2,1.1,1.0,0.9,
Import,MD,12,870340,"PASSENGER MOTOR VEHICLES, WITH BOTH APRK-IG INTRNL",0,26,377,267,0.0,0.1,1.1,0.9,
Import,MD,13,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",310,388,260,252,1.0,1.1,0.7,0.8,
Import,MD,14,170114,"CANE SUGAR IN SOLID FORM, RAW, NOT CONTAINING ADDE",77,224,281,237,0.2,0.6,0.8,0.8,
Import,MD,15,870195,TRACTORS (OTHER THAN TRACTORS OF HEADING 8709) EXC,54,75,248,223,0.2,0.2,0.7,0.7,
Import,MD,16,902750,INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,107,108,129,221,0.3,0.3,0.4,0.7,
Import,MD,17,780110,"REFINED LEAD, UNWROUGHT",576,406,268,214,1.8,1.2,0.8,0.7,
Import,MD,18,810520,COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF C,248,376,286,187,0.8,1.1,0.8,0.6,
Import,MD,19,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,31,127,169,0.0,0.1,0.4,0.6,
Import,MD,20,30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",21,33,90,167,0.1,0.1,0.3,0.5,
Import,MD,21,440712,"FIR WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEE",0,27,88,160,0.0,0.1,0.2,0.5,
Import,MD,22,90510,"VANILLA, NEITHER CRUSHED NOR GROUND",129,166,142,131,0.4,0.5,0.4,0.4,
Import,MD,23,841810,COMBINED REFRIGERATOR-FREEZERS FITTED WITH SEPARAT,84,95,109,131,0.3,0.3,0.3,0.4,
Import,MD,24,630790,"MADE-UP TEXTILE ARTICLES, NESOI",21,21,19,125,0.1,0.1,0.1,0.4,
Import,MD,25,870360,MOTOR VEHICLES WITH BOTH SPARK-IG AND ELECTRIC MOT,51,116,74,122,0.2,0.3,0.2,0.4,
Export,MA,-1,0,Total_25,12110,11820,11693,11493,43.9,43.5,44.7,46.2,
Export,MA,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",1748,1208,2119,1415,6.3,4.4,8.1,5.7,
Export,MA,2,848620,MACHINES AND APPARATUS FOR THE MANUFACTURE OF SEMI,1027,1302,844,1241,3.7,4.8,3.2,5.0,
Export,MA,3,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",1137,1247,1223,1081,4.1,4.6,4.7,4.3,
Export,MA,4,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",884,1029,1054,812,3.2,3.8,4.0,3.3,
Export,MA,5,842129,FILTERING OR PURIFYING MACHINERY AND APPARATUS FOR,399,481,570,725,1.4,1.8,2.2,2.9,
Export,MA,6,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",458,518,500,668,1.7,1.9,1.9,2.7,
Export,MA,7,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",963,789,502,539,3.5,2.9,1.9,2.2,
Export,MA,8,901819,ELECTRO-DIAGNOSTIC APPARATUS (AND APPARATUS FOR FU,357,417,411,383,1.3,1.5,1.6,1.5,
Export,MA,9,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",559,598,552,380,2.0,2.2,2.1,1.5,
Export,MA,10,902780,INSTUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,367,359,357,372,1.3,1.3,1.4,1.5,
Export,MA,11,711890,"COIN, NESOI",169,161,205,371,0.6,0.6,0.8,1.5,
Export,MA,12,848690,MACHINES AND APPARATUS OF A KIND USED FOR THE MANU,348,409,297,353,1.3,1.5,1.1,1.4,
Export,MA,13,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",420,224,243,318,1.5,0.8,0.9,1.3,
Export,MA,14,300390,"MEDICAMENTS (EXCLUDING VACCINES, BANDAGES AND PHAR",495,299,298,317,1.8,1.1,1.1,1.3,
Export,MA,15,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,250,277,249,300,0.9,1.0,1.0,1.2,
Export,MA,16,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",308,348,338,269,1.1,1.3,1.3,1.1,
Export,MA,17,720449,"FERROUS WASTE AND SCRAP, NESOI",212,233,205,252,0.8,0.9,0.8,1.0,
Export,MA,18,902790,MICROTOMES; PARTS AND ACCESSORIES FOR INSTRUMENTS,206,227,243,243,0.7,0.8,0.9,1.0,
Export,MA,19,300212,ANTISERA AND OTHER BLOOD FRACTIONS,256,237,200,224,0.9,0.9,0.8,0.9,
Export,MA,20,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,180,212,202,213,0.7,0.8,0.8,0.9,
Export,MA,21,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,170,178,253,212,0.6,0.7,1.0,0.9,
Export,MA,22,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT PUT UP IN MEASU",252,160,98,208,0.9,0.6,0.4,0.8,
Export,MA,23,711291,"WASTE AND SCRAP OF GOLD, INCLUDING METAL CLAD WITH",309,113,180,202,1.1,0.4,0.7,0.8,
Export,MA,24,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",361,472,283,199,1.3,1.7,1.1,0.8,
Export,MA,25,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",274,320,268,198,1.0,1.2,1.0,0.8,
Import,MA,-1,0,Total_25,10407,10803,12031,13254,30.2,30.4,33.0,37.8,
Import,MA,1,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,842,871,1638,1390,2.4,2.5,4.5,4.0,
Import,MA,2,711590,"ARTICLES NESOI, OF PRECIOUS METAL OR OF METAL CLAD",20,134,296,1309,0.1,0.4,0.8,3.7,
Import,MA,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",968,888,801,1233,2.8,2.5,2.2,3.5,
Import,MA,4,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",724,812,942,954,2.1,2.3,2.6,2.7,
Import,MA,5,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,717,737,762,820,2.1,2.1,2.1,2.3,
Import,MA,6,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,1045,950,1006,700,3.0,2.7,2.8,2.0,
Import,MA,7,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",953,739,441,676,2.8,2.1,1.2,1.9,
Import,MA,8,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",625,612,539,596,1.8,1.7,1.5,1.7,
Import,MA,9,901819,ELECTRO-DIAGNOSTIC APPARATUS (AND APPARATUS FOR FU,677,658,485,572,2.0,1.9,1.3,1.6,
Import,MA,10,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",323,482,915,534,0.9,1.4,2.5,1.5,
Import,MA,11,30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR B",543,507,530,518,1.6,1.4,1.5,1.5,
Import,MA,12,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",240,218,247,381,0.7,0.6,0.7,1.1,
Import,MA,13,711890,"COIN, NESOI",154,131,130,373,0.4,0.4,0.4,1.1,
Import,MA,14,30612,"LOBSTERS (HOMARUS SPP.), INCLUDING IN SHELL, COOKE",264,375,420,339,0.8,1.1,1.2,1.0,
Import,MA,15,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",15,32,90,319,0.0,0.1,0.2,0.9,
Import,MA,16,271121,"NATURAL GAS, GASEOUS",332,564,471,318,1.0,1.6,1.3,0.9,
Import,MA,17,300630,OPACIFYING PREPARATIONS FOR X-RAY EXAMINATIONS; DI,9,27,186,293,0.0,0.1,0.5,0.8,
Import,MA,18,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",375,407,300,292,1.1,1.1,0.8,0.8,
Import,MA,19,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",675,663,590,290,2.0,1.9,1.6,0.8,
Import,MA,20,902190,ARTIFICIAL PARTS OF THE BODY NESOI; AND PARTS AND,189,307,312,273,0.5,0.9,0.9,0.8,
Import,MA,21,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,43,188,258,0.0,0.1,0.5,0.7,
Import,MA,22,710691,"SILVER, UNWROUGHT NESOI (OTHER THAN POWDER)",90,8,83,220,0.3,0.0,0.2,0.6,
Import,MA,23,902110,ORTHOPEDIC OR FRACTURE APPLIANCES; PARTS AND ACCES,247,242,246,200,0.7,0.7,0.7,0.6,
